Age,Sex,Weight  in lbs,Height in Inch,IQ,Units of alcohol per day,Cigarettes per day,Marital Status,Additional People in household,Salary,Active,Health Score (high is good)
32,Female,136,71,103,2,0,Married,4,54589,Very Active,327
31,Female,141,72,115,3,10,Married,4,56000,Inactive,121
66,Male,166,69,102,0,13,Divorced,0,24945,Active,106
75,Female,130,71,95,3,0,Married,3,24922,Inactive,121
60,Female,137,67,99,3,0,Single,3,55869,Very Active,206
43,Male,148,71,97,0,0,Married,2,56514,Inactive,141
74,Female,132,62,96,0,0,Married,3,25040,Inactive,122
34,Male,167,70,108,0,37,Widowed,0,54962,Inactive,105
19,Male,157,73,102,0,0,Single,1,25109,Active,277
35,Female,117,59,103,2,0,Married,4,55738,Active,224
33,Female,100,67,102,2,0,Married,4,55656,Inactive,228
32,Female,113,65,99,2,0,Widowed,2,57148,Active,292
68,Female,130,67,92,2,32,Married,3,24998,Inactive,96
23,Female,119,70,92,3,13,Married,3,25008,Active,271
21,Female,144,66,111,1,0,Single,1,25033,Active,346
39,Female,116,62,96,0,0,Divorced,0,56397,Very Active,299
44,Female,113,63,103,1,0,Widowed,1,54727,Inactive,151
62,Female,122,63,105,1,0,Married,3,55907,Inactive,117
74,Female,136,65,106,1,0,Cohabiting,1,24938,Inactive,101
70,Female,106,63,105,1,0,Married,1,25113,Inactive,110
43,Female,105,64,85,0,0,Married,1,54890,Active,229
74,Female,149,73,97,0,0,Single,1,25065,Inactive,85
40,Male,150,74,100,0,14,Married,1,56127,Inactive,137
34,Male,207,72,98,1,30,Divorced,3,55929,Active,125
53,Female,130,66,93,0,0,Single,3,54687,Inactive,135
34,Female,119,62,95,0,0,Divorced,0,56126,Active,251
47,Female,114,77,103,0,5,Married,1,52460,Active,214
79,Female,101,65,111,3,0,Single,2,25005,Inactive,118
53,Male,184,71,91,0,0,Married,2,54791,Inactive,114
19,Female,140,67,98,0,0,Divorced,1,24943,Very Active,440
47,Female,143,64,91,2,36,Married,4,54909,Inactive,108
23,Female,126,64,110,0,0,Married,3,24996,Inactive,224
71,Female,120,67,98,0,0,Single,3,25079,Active,178
67,Female,147,71,110,1,0,Cohabiting,4,24978,Active,179
29,Male,157,72,103,2,0,Single,1,54261,Active,189
69,Male,159,80,100,1,0,Married,1,25056,Inactive,111
27,Female,134,68,109,0,0,Married,2,53239,Inactive,253
47,Female,122,60,98,1,12,Widowed,2,54847,Inactive,118
44,Female,124,62,108,0,10,Married,3,54961,Active,183
37,Female,128,70,106,2,0,Cohabiting,4,56526,Inactive,135
41,Female,121,69,108,0,0,Divorced,2,54915,Very Active,306
53,Female,107,67,100,0,22,Married,1,56186,Inactive,109
79,Female,124,70,110,1,0,Divorced,0,25066,Very Active,182
57,Male,178,69,103,2,22,Married,3,55935,Inactive,88
49,Female,117,63,102,0,0,Widowed,3,52355,Inactive,143
51,Female,109,67,106,1,0,Single,1,55423,Active,228
58,Female,155,71,101,0,0,Married,3,54128,Active,201
72,Female,100,68,95,2,9,Married,2,24913,Active,160
79,Male,178,74,99,2,0,Married,2,24886,Inactive,82
76,Female,123,66,91,2,0,Married,1,24899,Active,160
78,Male,168,70,93,0,11,Married,4,25047,Inactive,80
58,Male,188,74,102,3,0,Widowed,1,51806,Inactive,106
21,Female,134,65,108,0,0,Married,2,24980,Active,323
38,Male,159,72,108,1,0,Cohabiting,1,55269,Inactive,142
61,Female,139,65,105,0,37,Cohabiting,4,53276,Active,132
70,Male,170,74,103,0,0,Married,1,24980,Very Active,142
44,Male,145,72,94,3,0,Divorced,0,53615,Active,159
51,Female,130,73,93,2,0,Married,4,52945,Very Active,249
19,Male,174,70,101,0,0,Married,2,25003,Inactive,182
48,Male,165,75,100,0,0,Married,2,52891,Very Active,189
48,Female,122,68,106,1,0,Married,1,54378,Very Active,263
30,Female,92,60,98,1,0,Widowed,3,54979,Active,280
45,Female,111,66,96,0,0,Married,2,54457,Very Active,286
50,Female,155,63,105,0,13,Married,4,55543,Inactive,133
45,Female,144,63,99,2,34,Married,3,56524,Active,129
51,Female,145,66,99,0,0,Married,1,56300,Inactive,134
57,Female,114,69,99,2,0,Single,0,55015,Inactive,128
39,Female,110,66,88,1,0,Single,3,54522,Very Active,306
46,Female,127,63,106,0,0,Married,2,56468,Active,204
73,Male,168,70,98,2,18,Divorced,0,24924,Very Active,106
80,Female,108,67,107,1,0,Single,0,24981,Inactive,101
74,Female,127,65,103,2,0,Single,2,24957,Inactive,121
65,Male,154,69,102,1,0,Married,1,55648,Very Active,142
59,Male,178,73,107,0,0,Married,3,54286,Inactive,97
27,Male,180,80,101,2,0,Widowed,1,54474,Active,219
42,Female,131,68,102,2,15,Divorced,2,56433,Active,198
51,Male,186,71,99,0,0,Divorced,2,54230,Active,156
52,Female,138,67,106,3,31,Married,1,56241,Very Active,163
27,Male,162,71,101,0,0,Married,1,55848,Active,222
18,Female,106,68,90,1,0,Cohabiting,3,24833,Inactive,277
40,Female,134,68,104,0,0,Cohabiting,2,55808,Inactive,199
25,Female,126,62,110,2,0,Widowed,0,55703,Inactive,154
70,Male,182,71,95,0,0,Married,4,25114,Active,115
62,Female,134,65,95,0,28,Divorced,3,53551,Very Active,160
26,Female,144,65,106,2,28,Married,1,55740,Inactive,122
34,Female,127,65,113,1,0,Married,3,53640,Very Active,315
70,Female,135,66,95,1,40,Cohabiting,1,25127,Inactive,90
32,Male,180,72,94,4,0,Widowed,1,55979,Very Active,180
19,Male,173,70,103,2,0,Married,2,24966,Active,232
20,Male,156,71,104,0,0,Married,2,24875,Active,287
67,Female,134,65,102,0,0,Divorced,0,25145,Inactive,90
40,Female,142,70,104,0,0,Cohabiting,4,55320,Active,232
72,Female,138,69,92,2,0,Married,1,25153,Inactive,104
31,Female,147,68,117,0,0,Single,0,53102,Inactive,225
77,Female,121,66,102,0,0,Married,4,25057,Inactive,124
73,Male,173,69,100,0,0,Cohabiting,3,24833,Inactive,91
64,Male,162,75,97,2,0,Married,2,56115,Inactive,108
30,Female,127,69,99,2,0,Married,4,54103,Active,265
23,Female,142,69,100,1,0,Married,3,25031,Active,305
36,Female,122,66,106,0,17,Married,4,54458,Inactive,165
30,Male,161,67,97,2,21,Married,2,54363,Active,131
77,Male,171,76,102,3,0,Married,3,25175,Very Active,118
40,Male,199,72,98,3,0,Divorced,0,52999,Very Active,165
49,Female,123,62,107,0,0,Cohabiting,4,54342,Inactive,112
21,Male,174,71,111,1,11,Married,2,24976,Inactive,133
75,Male,162,68,97,2,0,Divorced,3,25007,Active,111
30,Female,139,69,100,1,0,Divorced,2,55970,Very Active,343
76,Male,158,70,102,0,25,Married,2,25027,Active,89
45,Female,102,67,93,0,0,Divorced,3,55164,Inactive,164
55,Female,153,64,97,0,0,Widowed,3,55492,Inactive,123
61,Female,115,69,101,0,0,Married,4,53647,Inactive,128
74,Male,179,72,99,0,16,Widowed,2,24963,Inactive,88
35,Female,140,68,106,0,0,Married,4,54129,Inactive,178
69,Female,117,70,91,1,0,Married,1,25037,Inactive,91
58,Male,175,71,100,0,36,Single,3,54170,Inactive,84
43,Female,146,67,102,0,0,Widowed,2,53300,Inactive,182
41,Female,169,70,107,2,0,Divorced,0,55297,Inactive,173
51,Male,161,72,100,0,0,Cohabiting,3,53931,Inactive,110
25,Male,154,72,98,2,30,Married,3,56506,Active,131
39,Female,126,69,118,0,0,Single,1,55065,Inactive,174
77,Female,121,64,102,1,0,Married,2,25101,Active,160
36,Female,108,59,104,0,17,Single,1,56439,Very Active,241
50,Female,113,64,102,0,0,Divorced,3,54035,Active,231
46,Female,123,63,107,0,0,Married,4,54345,Active,207
67,Male,147,73,98,3,0,Widowed,0,24845,Very Active,132
47,Female,117,59,90,0,0,Cohabiting,2,56207,Inactive,113
61,Female,136,59,104,0,0,Widowed,1,52960,Very Active,203
25,Female,113,63,106,1,0,Married,1,53600,Active,298
40,Female,124,61,95,1,34,Married,1,56745,Inactive,121
78,Male,177,74,94,3,0,Widowed,2,24886,Active,98
58,Female,154,67,104,2,0,Married,1,56742,Active,163
73,Female,122,66,94,1,0,Married,1,24880,Active,148
43,Male,141,71,104,1,32,Married,2,53319,Inactive,91
33,Female,135,67,93,0,0,Divorced,3,54488,Very Active,332
46,Female,147,65,100,1,0,Widowed,1,54693,Active,221
37,Female,142,66,94,0,0,Married,2,55693,Active,234
31,Female,120,71,100,1,0,Married,4,54607,Active,322
50,Male,184,72,96,1,15,Divorced,0,55484,Active,117
48,Male,169,72,103,1,0,Divorced,0,56002,Active,147
51,Female,119,64,107,0,17,Widowed,1,53766,Inactive,90
18,Male,153,74,95,2,0,Widowed,1,24911,Inactive,175
23,Female,106,67,96,0,0,Widowed,2,25032,Active,354
32,Female,124,65,91,2,0,Married,3,53978,Inactive,212
62,Male,163,70,104,2,0,Married,4,53689,Inactive,86
39,Female,125,68,95,0,0,Divorced,1,55822,Inactive,207
79,Female,123,66,101,1,8,Single,0,24879,Active,129
64,Male,172,70,106,0,0,Widowed,0,56016,Active,135
22,Male,162,73,93,1,0,Widowed,0,25003,Active,253
71,Male,167,74,105,0,0,Cohabiting,1,25070,Very Active,141
44,Male,167,67,97,0,0,Married,4,53944,Inactive,114
62,Male,153,70,95,0,0,Single,2,54352,Inactive,119
64,Male,159,69,102,0,0,Widowed,0,54437,Very Active,149
78,Female,115,73,97,0,0,Divorced,1,25041,Inactive,129
75,Female,135,64,97,1,0,Married,2,24849,Active,140
46,Female,121,66,102,2,24,Married,3,57238,Inactive,107
37,Female,128,66,100,0,0,Widowed,3,53204,Very Active,312
34,Female,113,67,102,2,0,Single,3,55165,Inactive,144
35,Female,125,67,100,1,0,Divorced,1,56096,Active,283
41,Female,152,65,97,2,0,Married,1,53480,Inactive,142
33,Female,109,63,105,1,0,Single,3,52638,Inactive,221
34,Female,138,62,105,0,0,Married,3,54602,Inactive,203
67,Female,150,58,96,1,0,Cohabiting,1,24986,Active,140
28,Male,139,71,102,3,0,Cohabiting,3,53094,Inactive,152
38,Female,139,59,102,2,21,Married,2,55553,Active,176
70,Male,150,72,96,0,0,Single,2,24972,Inactive,100
49,Female,132,74,96,1,0,Married,3,54720,Active,206
69,Female,129,65,90,2,0,Single,1,25050,Active,148
70,Male,147,73,95,0,0,Widowed,3,25046,Active,134
55,Female,129,66,92,1,14,Single,0,55626,Active,174
18,Female,92,64,102,2,0,Cohabiting,4,24972,Inactive,212
71,Female,116,65,107,1,0,Widowed,3,24984,Very Active,195
67,Male,154,67,106,0,0,Cohabiting,1,25031,Inactive,99
47,Male,183,75,91,0,0,Divorced,3,55446,Active,172
75,Female,116,64,95,0,0,Cohabiting,4,25026,Active,148
43,Male,166,73,97,0,0,Divorced,1,54989,Active,185
56,Female,113,67,100,1,0,Married,2,54426,Inactive,106
31,Male,148,76,103,1,0,Single,0,55403,Inactive,189
51,Male,135,78,100,1,0,Divorced,2,55713,Very Active,184
27,Male,197,73,108,1,12,Cohabiting,4,54890,Active,174
70,Female,136,66,102,3,26,Divorced,1,25143,Very Active,145
69,Female,133,67,98,1,0,Single,1,24888,Inactive,109
31,Female,105,67,105,2,0,Married,2,55661,Inactive,194
45,Male,162,70,103,0,0,Widowed,0,53746,Active,161
24,Female,107,66,98,1,0,Cohabiting,4,24995,Active,370
58,Female,152,63,106,0,0,Cohabiting,4,54591,Active,165
72,Female,123,59,100,0,8,Married,3,24997,Inactive,76
36,Male,192,76,94,0,0,Cohabiting,2,56847,Inactive,135
32,Male,137,72,98,0,0,Married,4,55196,Inactive,158
34,Female,142,66,101,1,5,Widowed,2,55584,Active,250
73,Female,119,65,95,0,0,Married,4,24889,Inactive,86
61,Female,136,67,95,1,0,Divorced,1,55650,Very Active,214
51,Male,181,74,91,0,0,Married,2,57668,Inactive,108
55,Female,134,63,92,0,0,Married,4,56775,Very Active,229
27,Male,177,69,97,1,0,Single,1,55575,Active,193
58,Female,132,59,98,1,30,Married,3,57352,Inactive,69
61,Female,126,69,103,2,18,Divorced,3,51843,Very Active,177
72,Female,138,67,103,0,0,Married,2,25154,Very Active,192
31,Female,128,63,102,2,0,Married,4,56972,Inactive,208
79,Male,194,71,97,0,0,Divorced,3,24854,Active,104
75,Female,131,70,109,2,19,Married,1,24929,Active,120
25,Female,134,65,97,0,25,Divorced,1,53999,Active,221
42,Female,127,70,98,0,0,Single,3,55653,Inactive,166
42,Female,133,59,103,0,16,Married,2,56055,Active,189
72,Female,124,63,100,2,0,Single,0,24918,Inactive,82
30,Female,137,67,100,0,0,Single,0,54335,Very Active,350
21,Female,101,64,99,2,0,Cohabiting,2,24994,Inactive,283
76,Female,127,68,103,0,0,Widowed,2,25071,Active,147
25,Male,167,67,93,1,0,Married,1,55381,Active,199
65,Male,182,72,103,0,0,Divorced,1,55923,Very Active,145
65,Male,146,73,102,0,0,Married,3,55127,Active,131
26,Female,115,67,87,1,0,Single,3,56255,Very Active,391
52,Male,182,72,99,0,4,Cohabiting,2,55484,Inactive,99
36,Male,180,68,101,0,0,Married,2,54227,Inactive,142
54,Female,120,71,104,1,0,Cohabiting,1,56141,Inactive,137
22,Female,130,63,99,2,0,Widowed,3,25015,Active,326
60,Female,129,69,99,1,0,Married,2,55167,Active,197
34,Female,125,63,92,0,0,Married,2,55471,Inactive,178
18,Female,134,67,109,1,0,Cohabiting,4,24885,Inactive,293
77,Female,143,69,95,2,0,Single,2,24963,Active,157
49,Female,143,69,106,1,0,Cohabiting,3,55200,Active,222
53,Female,112,72,104,2,0,Divorced,3,54694,Inactive,166
50,Female,123,62,93,1,0,Married,2,54762,Inactive,107
64,Female,148,69,93,0,0,Widowed,1,54345,Active,163
52,Male,161,73,105,0,0,Married,2,54544,Inactive,123
48,Female,145,62,105,1,0,Married,1,54401,Inactive,105
29,Male,166,72,104,0,0,Widowed,1,55313,Active,214
40,Female,115,66,94,0,0,Married,4,56345,Active,273
50,Female,97,63,111,1,21,Married,4,55763,Active,177
47,Female,99,66,97,0,0,Married,4,55277,Inactive,159
70,Female,137,68,105,3,0,Divorced,0,25089,Active,145
32,Female,151,63,96,1,0,Cohabiting,4,53924,Very Active,296
37,Male,158,74,91,2,0,Married,4,55639,Inactive,153
19,Female,112,73,109,0,0,Single,0,24881,Active,474
34,Female,123,69,103,1,0,Cohabiting,4,54668,Inactive,222
59,Male,169,76,97,1,0,Cohabiting,4,56100,Very Active,156
56,Female,130,66,106,1,0,Cohabiting,4,54122,Active,177
22,Male,151,76,99,0,0,Married,2,25035,Active,272
42,Male,171,67,104,0,0,Married,2,54998,Inactive,116
31,Female,122,65,90,0,40,Single,3,54742,Active,153
32,Female,129,68,103,0,0,Divorced,1,54819,Inactive,155
54,Female,95,70,111,1,0,Widowed,2,54517,Active,201
42,Male,176,71,100,1,0,Married,4,53982,Very Active,184
30,Female,147,68,82,1,36,Widowed,3,53724,Active,177
58,Female,130,64,99,2,0,Married,1,55265,Very Active,213
73,Female,125,70,99,2,0,Divorced,0,24886,Inactive,126
46,Female,121,69,95,0,0,Cohabiting,1,54195,Very Active,282
69,Female,122,63,98,2,0,Married,3,24959,Active,148
23,Female,110,67,96,2,0,Single,1,25092,Very Active,407
40,Female,155,69,110,4,0,Married,4,55504,Active,197
76,Female,118,67,96,4,17,Married,3,25004,Active,117
54,Female,148,64,99,2,0,Single,1,55514,Inactive,120
19,Female,115,60,103,0,0,Married,2,25171,Very Active,434
55,Female,111,64,95,2,0,Single,2,56417,Active,205
18,Female,122,65,99,0,0,Married,3,24927,Inactive,261
61,Female,132,71,96,1,30,Married,1,56294,Inactive,90
27,Male,151,74,107,0,0,Married,3,56020,Inactive,172
38,Female,134,70,90,2,7,Widowed,3,53141,Inactive,117
80,Female,157,67,98,1,0,Married,3,25086,Inactive,94
31,Female,126,66,106,0,0,Married,4,53754,Inactive,195
47,Male,185,67,92,3,0,Married,3,56665,Inactive,114
42,Male,201,73,101,0,0,Divorced,3,55439,Active,161
41,Female,100,66,98,0,0,Married,1,56560,Active,280
69,Female,125,69,100,0,23,Married,1,24998,Inactive,109
68,Female,118,71,100,0,0,Widowed,2,25059,Inactive,118
18,Male,174,63,95,1,0,Married,3,25058,Very Active,246
28,Male,176,70,112,0,0,Married,4,53761,Active,225
78,Male,174,68,108,2,39,Divorced,0,25048,Very Active,86
36,Female,132,69,111,2,0,Married,3,56351,Inactive,134
31,Female,119,62,89,2,0,Divorced,3,53793,Active,247
36,Male,142,69,110,1,7,Widowed,0,55206,Very Active,191
67,Male,170,69,107,2,0,Single,1,25227,Active,120
27,Female,112,65,100,1,0,Single,1,55562,Inactive,168
28,Female,118,64,111,0,0,Widowed,0,54702,Inactive,249
76,Female,110,60,108,0,32,Single,3,25023,Inactive,93
41,Female,132,68,97,1,0,Cohabiting,3,56329,Inactive,190
20,Female,141,64,93,0,0,Cohabiting,2,24961,Active,317
18,Male,175,71,88,1,0,Married,3,25099,Active,259
48,Female,117,62,100,0,0,Single,1,57913,Active,231
60,Male,142,70,98,3,3,Divorced,0,51791,Active,115
45,Female,136,70,97,2,0,Cohabiting,2,54005,Inactive,175
76,Female,136,63,90,1,16,Married,2,24766,Active,119
78,Female,106,65,106,0,0,Married,1,25060,Very Active,188
77,Female,112,62,108,1,0,Married,1,24846,Active,161
79,Female,97,66,107,1,0,Divorced,2,25082,Very Active,186
57,Female,112,70,101,2,0,Cohabiting,4,57105,Inactive,156
52,Female,119,65,104,0,30,Married,3,55844,Active,138
39,Female,124,71,107,1,0,Cohabiting,3,55666,Inactive,206
21,Female,110,64,105,1,0,Single,1,24841,Active,382
23,Female,133,65,100,4,0,Married,1,24925,Inactive,188
63,Male,179,74,102,1,0,Single,2,55775,Inactive,100
71,Male,145,74,92,1,0,Widowed,0,25041,Active,118
73,Female,117,66,103,2,0,Married,4,24989,Inactive,104
50,Female,115,59,106,2,0,Married,2,57737,Inactive,155
26,Female,98,66,103,2,0,Divorced,3,54359,Inactive,262
36,Female,145,69,102,1,3,Married,4,55224,Inactive,192
25,Male,153,69,96,2,0,Widowed,1,54161,Inactive,180
61,Male,191,74,86,1,0,Married,4,55702,Inactive,101
47,Female,132,67,96,3,0,Cohabiting,1,56061,Inactive,136
37,Female,135,64,86,1,0,Divorced,0,56884,Inactive,129
34,Female,134,67,111,2,0,Married,3,56454,Active,237
24,Female,126,70,100,0,0,Married,4,24874,Active,333
65,Female,140,68,94,0,31,Single,1,55726,Inactive,68
76,Male,191,71,101,2,0,Divorced,1,24991,Inactive,90
65,Female,125,69,102,0,0,Single,2,54313,Inactive,144
67,Male,193,71,105,0,30,Divorced,0,25226,Inactive,65
52,Male,176,71,99,1,0,Married,1,53671,Active,149
79,Female,121,63,109,1,0,Cohabiting,4,24979,Inactive,117
56,Female,118,68,105,3,0,Widowed,1,54132,Active,175
26,Male,157,74,112,2,0,Widowed,2,54708,Active,203
57,Male,178,71,96,3,0,Married,3,55821,Inactive,107
28,Female,135,66,90,1,0,Widowed,2,55183,Inactive,154
51,Female,127,64,87,4,0,Married,2,57904,Inactive,149
18,Female,119,71,98,4,0,Divorced,1,24950,Active,376
76,Female,138,69,99,4,0,Cohabiting,2,25077,Inactive,77
33,Female,133,67,100,3,0,Married,3,54547,Inactive,134
60,Female,120,66,98,1,0,Single,0,54184,Active,197
47,Female,115,68,106,1,0,Cohabiting,1,53841,Inactive,120
58,Male,150,77,112,0,0,Married,2,54126,Inactive,119
63,Female,112,67,104,1,0,Married,1,56187,Active,194
52,Female,131,64,93,1,24,Cohabiting,2,54758,Active,159
39,Male,150,67,111,3,0,Widowed,0,53099,Active,148
77,Female,120,68,104,2,0,Divorced,1,24916,Inactive,121
62,Male,187,75,102,2,0,Single,1,55554,Inactive,96
78,Female,132,63,93,1,0,Married,3,25171,Active,135
19,Male,147,73,98,2,0,Cohabiting,4,24921,Inactive,216
55,Male,136,75,91,0,0,Married,4,55261,Inactive,125
78,Female,117,69,92,2,0,Cohabiting,1,24834,Very Active,181
24,Male,167,75,107,3,0,Single,1,24847,Active,211
20,Male,163,72,104,0,10,Married,1,25085,Active,211
59,Female,101,66,97,1,0,Single,1,56532,Very Active,233
18,Female,147,70,93,0,0,Married,1,25001,Inactive,307
36,Female,148,71,102,3,0,Widowed,2,52587,Active,223
52,Female,112,62,93,2,0,Widowed,0,53998,Active,183
26,Male,171,69,92,1,0,Divorced,3,53933,Inactive,163
66,Male,158,72,105,2,37,Married,3,25124,Inactive,68
79,Male,135,76,104,1,0,Cohabiting,4,24886,Inactive,80
80,Male,177,73,97,1,0,Married,2,25024,Active,102
76,Female,138,67,91,0,0,Married,2,24855,Inactive,123
22,Male,137,72,101,0,17,Cohabiting,4,25008,Inactive,174
53,Female,148,67,99,0,27,Divorced,2,52456,Active,155
56,Male,191,72,99,0,14,Married,3,55074,Very Active,136
73,Male,175,69,100,0,29,Married,3,24993,Inactive,78
29,Male,192,72,94,0,40,Widowed,3,54218,Inactive,95
70,Male,174,67,89,2,0,Divorced,1,24860,Inactive,95
57,Female,125,63,103,1,0,Married,3,55222,Very Active,222
79,Female,159,65,103,0,0,Divorced,2,24993,Inactive,114
75,Female,148,68,93,0,0,Married,4,25041,Very Active,185
62,Female,135,68,101,1,0,Married,2,54691,Inactive,118
56,Male,171,72,104,2,0,Divorced,0,56380,Inactive,103
20,Female,163,67,99,0,4,Married,1,24948,Active,283
39,Male,158,77,99,1,0,Widowed,0,55327,Active,178
66,Male,188,70,99,2,0,Widowed,1,24955,Active,119
38,Female,133,67,105,0,0,Widowed,1,53422,Very Active,306
34,Female,109,73,96,4,0,Widowed,3,55559,Inactive,177
80,Female,94,61,114,0,0,Married,3,24904,Active,164
73,Female,109,59,103,0,0,Married,1,24851,Inactive,84
46,Female,111,65,101,3,0,Married,4,55325,Active,199
45,Female,116,72,99,1,0,Single,2,55418,Active,255
53,Female,124,66,99,0,0,Single,3,59364,Very Active,247
65,Female,116,65,114,1,0,Widowed,3,51555,Active,185
55,Female,134,64,104,2,0,Cohabiting,1,56030,Inactive,146
29,Female,113,69,95,1,31,Cohabiting,1,53454,Active,203
80,Female,104,75,104,2,0,Divorced,1,24935,Active,165
56,Female,125,65,112,1,0,Cohabiting,4,55200,Inactive,102
63,Female,127,63,109,3,0,Married,3,54190,Very Active,197
68,Female,101,65,105,2,0,Single,1,24968,Inactive,113
35,Female,102,65,93,0,0,Divorced,2,54881,Active,269
44,Female,102,69,94,1,0,Cohabiting,2,53174,Inactive,164
77,Female,124,63,111,2,0,Married,4,24961,Active,155
52,Male,186,81,96,0,0,Divorced,3,57058,Very Active,181
66,Female,124,72,107,3,0,Married,3,24820,Active,180
47,Male,161,68,95,0,0,Married,4,57890,Inactive,126
46,Female,130,71,101,2,0,Widowed,3,56416,Inactive,147
26,Female,157,69,105,2,0,Married,2,53258,Very Active,338
49,Female,118,64,98,1,0,Divorced,3,54434,Inactive,168
79,Female,98,68,108,0,0,Widowed,2,25067,Active,170
35,Male,172,77,103,1,0,Married,3,57025,Inactive,135
54,Female,119,66,97,0,0,Single,1,55415,Inactive,109
80,Female,112,70,106,0,0,Single,3,25032,Active,167
39,Female,143,65,101,1,0,Married,4,54462,Active,216
29,Male,179,70,99,1,0,Married,3,55658,Active,187
20,Male,144,68,109,3,0,Widowed,3,25087,Inactive,148
66,Male,179,65,95,2,0,Married,4,24976,Active,106
74,Male,169,63,102,0,0,Married,4,24998,Inactive,77
72,Male,162,68,112,0,0,Cohabiting,4,25019,Active,124
23,Male,184,71,100,1,0,Divorced,0,24997,Inactive,171
59,Male,182,68,90,1,0,Married,3,56886,Very Active,143
25,Male,189,71,103,1,9,Married,4,55474,Inactive,140
28,Male,173,76,106,0,0,Cohabiting,2,53286,Active,245
55,Male,162,69,110,0,0,Married,2,53199,Very Active,165
73,Male,149,69,89,3,12,Single,1,25040,Inactive,67
33,Female,135,71,103,0,0,Single,2,55301,Very Active,347
33,Male,173,72,93,1,0,Widowed,0,55051,Inactive,132
58,Female,157,66,109,0,0,Widowed,3,55327,Very Active,216
45,Male,168,73,93,0,15,Single,3,54056,Active,146
65,Female,118,67,96,0,17,Married,3,53787,Active,139
34,Female,155,59,103,1,0,Married,2,55820,Active,238
39,Male,177,77,99,0,0,Married,4,56040,Active,200
78,Male,176,65,97,1,0,Married,2,24946,Inactive,81
69,Male,176,71,98,0,0,Divorced,2,25105,Active,128
29,Male,173,78,108,0,0,Married,4,57322,Inactive,184
71,Male,176,79,104,1,0,Widowed,0,25049,Very Active,137
30,Female,125,71,95,1,0,Widowed,1,55414,Inactive,162
78,Female,145,66,94,1,25,Widowed,1,24893,Active,125
25,Female,128,67,108,2,0,Divorced,0,52779,Very Active,367
22,Female,121,59,100,0,37,Cohabiting,1,25200,Inactive,144
49,Male,191,72,91,2,17,Cohabiting,1,55391,Inactive,100
20,Female,118,65,113,0,0,Married,3,24925,Active,353
20,Female,121,65,98,1,0,Married,2,25167,Active,380
34,Female,108,63,94,0,29,Cohabiting,1,52688,Very Active,219
30,Male,149,64,96,1,15,Married,4,57545,Inactive,134
80,Female,121,70,103,0,0,Single,3,25020,Active,144
19,Male,180,77,94,1,0,Single,1,25038,Very Active,293
40,Female,134,65,89,2,0,Cohabiting,2,56847,Inactive,151
40,Female,123,63,110,3,0,Married,1,55830,Inactive,118
28,Female,108,67,103,0,0,Divorced,0,56573,Active,356
50,Male,170,73,97,0,22,Cohabiting,1,55354,Active,116
36,Male,161,70,96,0,0,Married,4,55948,Active,186
62,Female,101,69,93,2,0,Widowed,1,54812,Active,198
38,Male,187,73,103,1,0,Married,2,54075,Inactive,135
78,Male,166,68,99,0,0,Widowed,3,25015,Active,116
20,Female,117,64,93,0,0,Divorced,2,24978,Inactive,299
32,Female,113,64,102,2,0,Married,3,56548,Very Active,325
76,Female,140,67,90,0,0,Widowed,2,25000,Very Active,184
25,Female,137,63,94,0,0,Divorced,0,55206,Inactive,162
59,Male,163,69,97,1,0,Married,2,54248,Inactive,92
79,Female,134,68,104,2,38,Cohabiting,1,24800,Very Active,127
54,Male,188,70,100,1,0,Married,1,55818,Active,129
79,Male,154,72,112,2,11,Married,1,24991,Inactive,76
47,Female,126,70,107,1,0,Cohabiting,2,55207,Inactive,179
65,Female,136,61,105,2,0,Divorced,3,54994,Active,148
19,Male,146,71,102,1,5,Married,3,25118,Inactive,165
33,Female,128,67,106,2,0,Married,3,57436,Active,280
22,Female,142,70,99,0,0,Married,2,24988,Inactive,189
48,Male,199,73,102,1,0,Divorced,2,53258,Active,153
47,Male,177,67,101,1,29,Married,2,53399,Active,111
76,Female,112,69,91,0,17,Married,4,24951,Inactive,73
47,Female,125,67,104,1,15,Widowed,3,52590,Active,168
51,Female,119,63,99,0,0,Cohabiting,3,55223,Active,194
43,Female,117,69,96,1,0,Married,1,56528,Very Active,289
37,Female,128,65,95,0,0,Married,2,55703,Inactive,206
62,Female,113,67,116,0,0,Cohabiting,4,54660,Inactive,151
43,Male,158,66,104,1,0,Married,3,51726,Inactive,138
64,Male,168,73,106,4,0,Cohabiting,3,54002,Very Active,127
60,Female,136,67,98,0,0,Cohabiting,2,55539,Very Active,221
47,Male,172,75,101,0,0,Married,4,54533,Active,161
77,Female,113,65,95,1,0,Cohabiting,4,25046,Inactive,102
37,Female,118,69,99,0,0,Single,1,55373,Inactive,147
46,Female,141,68,102,3,0,Divorced,3,54807,Inactive,163
62,Female,105,64,107,1,19,Cohabiting,1,54273,Active,158
33,Female,124,61,92,1,0,Single,0,54876,Inactive,205
71,Male,165,72,105,0,0,Married,4,25093,Inactive,86
67,Male,200,76,98,0,0,Married,1,25027,Active,120
66,Female,133,63,94,0,0,Married,4,25076,Inactive,89
60,Male,176,73,112,2,0,Married,1,54774,Active,121
23,Female,136,69,100,0,0,Widowed,1,25000,Inactive,232
50,Female,138,63,98,1,0,Married,3,55198,Inactive,157
